genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Indie,mewithoutYou,January 1979,0BMzC3hYff1zj2MsllexiU,45,0.0014,0.453,206440,0.956,0.877,E,0.0997,-4.973,Major,0.0666,81.529,4/4,0.269
Opera,Léo Delibes,"La source, ou Naila: Suite No. 2: Suite No. 2: Marche dansee et Final",0nnxWPMjXf9xuh5V1RtBXQ,7,0.806,0.405,180960,0.167,0.884,A,0.167,-21.938,Major,0.0339,116.334,4/4,0.455
Opera,Richard Wagner,"Das Rheingold / Vierte Szene: ""Hört, ihr Riesen!""",2lkyeMZHeJMyStSFRGMkZB,5,0.881,0.231,393933,0.13,0.00191,D#,0.0873,-20.504,Major,0.0481,79.983,4/4,0.0703
Hip-Hop,50 Cent,Straight To The Bank,6530klKZZmOHL2ACme2rRJ,49,0.138,0.638,190653,0.849,0.0,G,0.0491,-3.762,Major,0.426,179.431,4/4,0.502
Children’s Music,Buddy,World Of Wonders,2RRI47A8yNZ94o56IRfRCQ,48,0.00317,0.627,202026,0.602,0.0,E,0.133,-8.082,Major,0.265,113.553,4/4,0.11
World,Urban Rescue,Kingdom,2J20AHoGyJIizW1NgLNLWa,29,0.0152,0.377,231506,0.731,0.0,A,0.0724,-6.466,Major,0.0424,79.974,4/4,0.264
World,UPPERROOM,You and You Alone (Live),78qfjpTC82iAjZKxBnkSno,46,0.0393,0.402,600693,0.698,0.0,C,0.122,-6.079,Major,0.0349,137.959,4/4,0.12
Reggaeton,Lary Over,Booty Call,4t2Kkt9cdS46z5liIVzJlJ,46,0.27,0.667,216307,0.661,0.0,E,0.0944,-7.555,Major,0.0538,156.002,4/4,0.428
Children’s Music,Billy Lemos,Wait,5byKgHfLyJiP3n8xbO9L78,55,0.752,0.49,182404,0.344,0.019,G,0.14,-10.674,Major,0.0826,115.087,4/4,0.374
Rap,Drake,Up All Night,75L0qdzRnhwV62UXoNq3pE,64,0.0141,0.602,234333,0.81,7.66e-06,G,0.324,-4.653,Major,0.286,156.325,4/4,0.275
Dance,New Edition,Cool It Now,5LkcAjqj5NOctNGi2qUjlw,52,0.124,0.875,347667,0.532,0.0123,A#,0.314,-13.265,Minor,0.0686,116.556,4/4,0.7
Dance,The Police,So Lonely - Remastered 2003,0rN5OBAJpd9bw7uvvJsRek,55,0.0163,0.518,289587,0.582,1.54e-06,G,0.0836,-8.407,Major,0.152,77.737,4/4,0.697
R&B,Jakob Ogawa,Velvet Light,41o2ydrj7Xm9Yt5odIBqq4,65,0.75,0.67,141587,0.419,0.135,F#,0.0976,-10.523,Minor,0.0751,77.919,4/4,0.513
Comedy,Mike Birbiglia,Swearing on the Muppets (Jfl 2017),3Pavz7idEKw7Lm3AaAfFa1,12,0.88,0.676,358516,0.661,0.0,G,0.706,-9.94,Major,0.918,111.077,4/4,0.388
Rock,Her's,What Once Was,1XrSjpNe49IiygZfzb74pk,60,0.177,0.522,255067,0.875,0.0101,D#,0.212,-4.375,Minor,0.0323,145.58,3/4,0.472
Electronic,Squarepusher,Plug Me In,0x0JU8OqFZqIykEmtIRb2A,31,0.524,0.551,289187,0.327,0.00368,E,0.122,-13.714,Minor,0.0384,75.037,3/4,0.22
Jazz,Bonobo,Walk In The Sky,3fsQsL36PH1G8mn68lsFRK,41,0.5,0.752,274893,0.504,0.0832,G,0.628,-10.2,Minor,0.0573,100.013,4/4,0.485
Indie,The Frights,Afraid of the Dark,7qu8bbYd447AiHOydbqe2c,44,0.00856,0.616,187147,0.682,0.281,D,0.269,-9.579,Major,0.0463,167.021,4/4,0.613
Ska,The Steady 45's,Momma Said,4LJZ31H1vXsYvWLHj8hBKz,13,0.107,0.657,150605,0.813,0.0,C,0.454,-5.271,Major,0.0355,131.534,4/4,0.954
Soundtrack,Ludwig Goransson,Front Street Gym,2d8Szt8z2Od4AxHzZ0GqEU,22,0.649,0.366,201357,0.161,0.806,A#,0.0983,-16.54,Major,0.136,103.965,4/4,0.0384
Folk,The National,Lemonworld,5PvJb0xP7tKPCK2Oe6aw1h,50,0.63,0.648,203733,0.745,0.709,C#,0.0902,-8.546,Major,0.0356,126.008,4/4,0.588
R&B,CyHi The Prynce,Dat Side,6NvSxE4pfP7TcD1OhGgaZW,50,0.0123,0.87,260453,0.578,0.0,C#,0.0529,-8.526,Major,0.125,148.007,4/4,0.506
Alternative,Amerie,Why Don't We Fall in Love,4bnjq8zqtCnxTGxll5ezOO,53,0.0673,0.551,159293,0.773,3.39e-05,B,0.0511,-6.578,Minor,0.101,90.003,4/4,0.649
Rock,The Killers,Miss Atomic Bomb,4qBCD7TslV1KdiFpT9cbnm,52,0.0273,0.56,293507,0.733,2.09e-05,A#,0.253,-7.094,Major,0.0317,132.956,4/4,0.331
Opera,Dietrich Fischer-Dieskau,D. 911: Op. 89 : Gefrorene Tränen,1iQLifYRGGzp9aESE4RkYr,28,0.993,0.389,202800,0.164,0.0767,E,0.115,-13.207,Major,0.0521,85.039,4/4,0.155
Hip-Hop,Yandel,Sumba Yandel,1LHX7DqKbczBWtbpRDpsJN,73,0.11,0.761,208000,0.791,0.0,B,0.119,-4.357,Minor,0.0425,94.029,4/4,0.907
Ska,Big D and the Kids Table,Drink Me Down,7LaMK2lqyPOX3VfJ2Pl0Bh,14,0.029,0.583,170899,0.913,0.0,E,0.171,-3.173,Major,0.0407,116.011,4/4,0.871
Country,Chris Young,Callin' My Name,6CoPNCd1MY6TaJBWkkVdN6,39,0.0166,0.529,191120,0.86,0.0,A#,0.281,-4.171,Major,0.0458,78.05,4/4,0.71
Anime,MAXIMUM THE HORMONE,Rock-impo Goroshi,5cuEWMGWm9mukKErhlywxR,25,0.00246,0.29,242413,0.986,1.22e-06,B,0.222,-3.153,Major,0.31,92.137,4/4,0.549
Dance,Usher,Slow Jam (feat. Monica),0VdSyCb1n7F5G0XkePzAlf,45,0.0138,0.701,283093,0.457,0.0,G#,0.054,-8.562,Minor,0.0311,127.925,4/4,0.298
World,4Men,The Reason,5bfDrSylfOUAlY6e7TSKlL,43,0.779,0.416,242533,0.367,0.0,G#,0.108,-8.759,Major,0.0329,131.629,4/4,0.205
Anime,ayaka,ありがとうの輪,4xbkUeEbZqMAExMkD4owHO,40,0.435,0.519,312813,0.628,4.88e-06,E,0.157,-5.563,Major,0.028,161.932,4/4,0.363
Reggaeton,Los Cadillac's,Me Marcharé (feat. Wisin),2Q2kk3DU9lMeBjdgjvqrXr,49,0.108,0.715,243038,0.785,0.0,F,0.653,-6.645,Major,0.187,119.928,4/4,0.527
Dance,Tove Lo,cycles,5rUETOajWWAqpjamjDD4cT,52,0.367,0.584,208390,0.643,0.0,G,0.244,-7.092,Major,0.538,104.41,4/4,0.447
Children’s Music,Janelle Monáe,Tightrope - feat. Big Boi,1ljzHUgt2SU2ADkhfa9eBC,56,0.0302,0.641,262587,0.673,0.000868,F,0.219,-10.72,Minor,0.0918,167.978,4/4,0.644
Rap,A Boogie Wit da Hoodie,Jungle,5uZm7EFtP5aoTJvx5gv9Xf,74,0.308,0.538,174192,0.52,0.0,G,0.214,-11.063,Minor,0.737,180.274,4/4,0.551
Blues,Roy Hamilton,You Can Have Her,2MAoJ97inXy07VArmGOfKe,32,0.473,0.489,165933,0.706,0.0,D#,0.621,-12.636,Major,0.057,101.593,4/4,0.638
Classical,Felix Mendelssohn,"Symphony No. 4 in A Major, Op. 90 ""Italian"": III. Con moto moderato",2ePw9WuHnM4XMosq81MvVM,39,0.96,0.209,376120,0.163,0.836,A,0.146,-17.729,Major,0.039,130.813,3/4,0.121
Soul,Mura Masa,Bae,3LlN0koSj1GH4W6sER5OCa,37,0.599,0.763,144000,0.522,0.00276,C,0.11,-8.79,Minor,0.184,135.084,4/4,0.322
Soundtrack,Michael Giacchino,Gyrosphere of Influence,2w325tWPVAHoxjCOqI1acF,28,0.707,0.23,194325,0.0856,0.907,A,0.118,-19.936,Major,0.0364,110.044,4/4,0.0334
Alternative,Foxing,The Medic,5KzuAU7zxcP0bq0CPdRRyr,49,0.0173,0.623,202840,0.692,0.00883,A,0.124,-7.977,Major,0.0293,104.977,4/4,0.13
Reggaeton,Vitico Castillo,Mi Socio Es el Pajarillo,5cPmz789tB3cIcsnGamG8B,23,0.731,0.708,305972,0.707,1.7e-06,B,0.075,-6.668,Major,0.0357,103.974,3/4,0.884
Anime,Bruce Faulconer,Majin Theme,6hS8LYhhaAnbzT2KwaT94u,13,0.02,0.289,377707,0.471,0.727,G,0.527,-10.756,Minor,0.0358,120.507,3/4,0.0554
Alternative,Moka Only,Spots,2JG967NjsOnJu2SC29BXlS,47,0.444,0.68,34750,0.274,0.681,A#,0.101,-14.523,Minor,0.144,186.413,4/4,0.973
R&B,Chloe x Halle,I Say So,4fhQ1ZR0VfptVsCNtXccuZ,41,0.172,0.584,158853,0.686,0.0597,G#,0.127,-6.484,Major,0.0353,135.035,4/4,0.237
World,Chris Tomlin,Not To Us,4E28Igt5TlFLQN25rf8wBF,28,0.0398,0.481,284166,0.714,0.000108,B,0.079,-5.684,Major,0.0323,112.015,4/4,0.14
Movie,Donny Osmond,My Perfect Rhyme,5uahCLLpgmdadJq9VHPasn,7,0.634,0.577,246680,0.406,0.0,C,0.102,-7.754,Major,0.0294,126.024,4/4,0.275
Indie,The Civil Wars,To Whom It May Concern,0iTqedrMdiwnUXKiUjtxAl,48,0.912,0.309,211360,0.159,0.000264,G,0.1,-13.101,Major,0.0315,87.493,4/4,0.139
Reggae,Kings and Comrades,Summer Nights (feat. Ryan Leimkuhler),0TfOMQTkbH5AUA9ClK0LGb,21,0.12,0.61,261553,0.713,2.74e-05,E,0.197,-5.017,Minor,0.0331,152.162,4/4,0.58
R&B,BANKS,Underdog,6rjTUYhDnwmMMk1Vbur67C,54,0.284,0.531,278532,0.605,2.52e-06,C,0.106,-6.808,Major,0.191,87.971,4/4,0.444
R&B,Norman Perry,Nothing from Me,3Mb6Y2QcsLbNlHyL0cF2G0,42,0.578,0.735,182834,0.393,4.69e-06,G,0.108,-8.135,Minor,0.0427,115.031,4/4,0.249
Anime,Azusa,I Love,1dn81uNv9YaiSkcN4ed0Ib,18,0.276,0.732,263587,0.634,0.0,G#,0.0813,-10.787,Major,0.0313,95.022,4/4,0.699
Blues,Peter Frampton,Penny for Your Thoughts,2SfdeFkbUJt2ArHLS1E0mx,26,0.393,0.381,101293,0.171,0.96,G,0.0914,-19.403,Major,0.0442,188.759,4/4,0.735
Indie,The Kooks,Naive,2RUhtNBh43RtSg0WBPPq3m,64,0.0688,0.547,203507,0.816,0.0,G#,0.127,-6.165,Minor,0.0624,102.765,4/4,0.722
Indie,The Avett Brothers,November Blue,3HtiROqXi9SqQgBKtVBMm8,45,0.5,0.442,267013,0.616,0.0,C,0.373,-7.228,Major,0.029,91.003,4/4,0.257
Dance,Matoma,Running Out,2H8LPaY3NSjmOFMH2Rygnz,62,0.0856,0.601,211200,0.682,0.00384,A#,0.132,-5.905,Major,0.0338,94.999,4/4,0.17
Movie,Bruno Pelletier,Depuis que t'es parti,3nxF8fTuUb2F0IaH9oFN7r,2,0.302,0.615,252680,0.37,0.000337,B,0.112,-11.143,Minor,0.0359,124.995,4/4,0.199
Blues,The Bones of J.R. Jones,The Drop (OurVinyl Sessions),3zq22Tp74IUp5y6fWPOAS1,27,0.00444,0.581,169000,0.732,0.285,D,0.34,-10.332,Major,0.0345,99.577,4/4,0.719
Rap,Kanye West,Roses,2DHNCWZYmVr1Lv08q5b0kB,55,0.286,0.569,245867,0.484,5.39e-05,D#,0.109,-6.95,Minor,0.128,96.94,4/4,0.45
Comedy,Brian Posehn,Quitting Pot,02SZYVsiVmoIZCR2t5D1bH,15,0.812,0.55,86373,0.51,0.0,F#,0.858,-11.64,Major,0.917,90.853,4/4,0.346
R&B,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy) - Lido Remix,0BW2dDMThgAUzWTySIZdDm,48,0.0161,0.763,221000,0.677,0.0,C#,0.358,-8.364,Minor,0.0709,130.028,4/4,0.501
Soul,Raheem DeVaughn,I Don't Care,5GIp3XwoMW9bbdUvGB2ydO,54,0.05,0.706,254119,0.806,0.0,D,0.0663,-5.881,Major,0.0653,106.016,4/4,0.395
Soundtrack,Ben Salisbury,Were You Me?,1DUR5rEBEaOEr0mRaeNHE5,26,0.982,0.168,182972,0.0403,0.922,A,0.0873,-31.344,Minor,0.0433,136.855,4/4,0.0366
Comedy,Pablo Francisco,Aaron Neville / R&B Music,2BHJdQhHxZOWkNL8fioabA,22,0.786,0.536,193067,0.572,0.0,F#,0.734,-17.518,Major,0.909,95.042,4/4,0.426
Electronic,Kerala Dust,The Chain,7IctzNEJucIBzkAWYg6np2,47,0.0162,0.682,321763,0.492,0.0456,A,0.107,-13.151,Major,0.0569,151.016,4/4,0.398
Dance,Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,1c478uMN61yF2JOXXEtsdw,52,0.0028,0.589,218190,0.941,0.00151,B,0.0896,-3.735,Minor,0.0509,126.113,4/4,0.59
Reggaeton,Benny Benni,Sabia Que Ibas a Volver,5W1r4xRBxnMccXs0GPBzPI,46,0.281,0.724,219026,0.537,0.0,A,0.107,-9.833,Minor,0.218,159.843,4/4,0.688
Blues,Blues Saraceno,Killin' floor,5snlPMfSDFckm2eOZ0kwmY,33,0.00149,0.553,176651,0.761,0.00205,C,0.067,-6.067,Major,0.048,94.937,4/4,0.573
Pop,Kelsea Ballerini,Legends,6vlxmQGwmlyp07YjkugV6K,62,0.0547,0.577,244467,0.727,0.0,E,0.0891,-5.848,Major,0.0319,112.041,4/4,0.24
Reggae,Beres Hammond,No Goodbye,3n0n2asAE1EufbMtB9YZsK,33,0.00147,0.704,247827,0.615,1.21e-06,G,0.118,-5.191,Major,0.0507,168.03,4/4,0.493
Reggaeton,De La Ghetto,Perder El Control (feat. Randy),20HNWTpUmxPYAcOHaJqP2t,22,0.00109,0.6,218767,0.89,0.0,C,0.52,-4.804,Minor,0.0638,127.057,4/4,0.343
Country,Brothers Osborne,Shoot Me Straight - Radio Edit,0ya80Qhw7hgeJp2L6zvxcj,61,0.00766,0.636,207053,0.784,1.07e-05,D,0.0806,-6.01,Major,0.0454,96.996,4/4,0.613
Children’s Music,Kail Baxley,Boy Got It Bad (Live with the Charleston City Choir),2tu4dVYXtD9D0hUMEHidp9,55,0.92,0.695,172056,0.481,0.0,E,0.212,-9.587,Minor,0.0895,79.977,4/4,0.24
Country,Justin Moore,That's How I Know You Love Me,2wJhnM1Ktfy3hA5jpbrBA5,37,0.207,0.652,276040,0.513,4.38e-05,A#,0.183,-9.188,Major,0.0255,109.986,4/4,0.145
Ska,Dwarves,Pimp,3jKlvqPwhZRWBYaAEBh7yx,21,0.0126,0.528,66907,0.904,0.0,A,0.397,-5.847,Major,0.0952,111.952,4/4,0.435
Reggae,John Brown's Body,Badman,1wLBD4I76aH5iYDKh1LWXv,21,0.0753,0.776,233560,0.69,0.000302,A#,0.0356,-5.393,Minor,0.0596,147.988,4/4,0.837
Soul,SAINt JHN,Some Nights,41PAAuFLXi4vC1mWLslzGe,54,0.614,0.752,156585,0.403,0.000135,F#,0.109,-7.876,Minor,0.128,82.023,4/4,0.384
World,Hillsong Worship,Unending Love - Live,74tKylADpQ0QOzrBwcjwIT,29,0.0501,0.181,380801,0.518,1.85e-05,D,0.111,-6.374,Major,0.0291,157.805,4/4,0.134
Rock,Young Tribe,Kingdom,001gDjxhKGDSx4sMMAgS9R,58,0.0349,0.564,211789,0.808,0.00036,C#,0.326,-5.825,Major,0.0481,78.439,4/4,0.365
Dance,Halsey,Without Me (with Juice WRLD),6Zc5f20q7sOe1IC1c1jQvZ,80,0.351,0.742,228816,0.515,0.0,F#,0.184,-6.103,Major,0.0747,136.02,4/4,0.452
Soul,Quincy Jones,One Hundred Ways,0Ng9wyiQw09waMQxGNeqT9,44,0.805,0.621,259040,0.245,8.89e-05,G#,0.0706,-17.295,Major,0.0495,90.063,4/4,0.375
Rock,Queen,Too Much Love Will Kill You - 2011 Remaster,5eDwoZdv3Qftzs8ijKviYg,56,0.564,0.39,259213,0.4,6.2e-05,G,0.164,-7.542,Major,0.031,145.496,4/4,0.209
Reggae,Busy Signal,Bad Up Who,1ZporevX9UzoyUQ2gXH0XZ,31,0.256,0.787,169067,0.756,0.0,C,0.256,-6.74,Major,0.254,101.981,4/4,0.747
Indie,Soccer Mommy,Flaw,6v2vehvBT9iLGSsHfSiESi,46,0.565,0.549,221940,0.194,0.0,F#,0.107,-13.052,Minor,0.0267,89.919,4/4,0.148
Electronic,Jackal,Feel It (feat. Anfa Rose),5a6kOQ7K8DFs4XdMBLa6o2,33,0.0172,0.507,258334,0.822,1.92e-06,G,0.111,-6.796,Minor,0.135,135.097,4/4,0.0749
Jazz,John Abercrombie,Timeless,3nTQL2ScjeyOxjqSmDoCCr,53,0.916,0.325,717707,0.0834,0.859,A,0.0963,-23.197,Major,0.0374,86.988,4/4,0.0388
Dance,David Bowie,Young Americans - Single Version; 2002 Remaster,35O4W2OKGwQqOmp3WhgAE5,45,0.0224,0.543,194640,0.752,0.0,C,0.0683,-9.986,Major,0.101,168.122,4/4,0.904
Rock,Of Monsters and Men,Little Talks,3a2tuvXCHbW5nuUckuHkKT,66,0.0215,0.46,266600,0.786,0.0,C#,0.133,-5.238,Major,0.038,103.192,4/4,0.408
Hip-Hop,Xavier Wulf,Whiplash'd,4dlsntjrHwjQlDPCFHfqgW,55,0.165,0.923,110858,0.686,0.0,D,0.109,-7.15,Major,0.316,140.06,4/4,0.557
Alternative,Temple Of The Dog,Times Of Trouble,4m1BHxinyAOrymQFKqTsr6,40,0.382,0.396,342600,0.577,1.79e-06,C,0.316,-10.734,Major,0.031,135.511,3/4,0.323
Alternative,Tora,Entity,6ThstWIn274ADNjJBnUbEQ,49,0.581,0.64,274714,0.468,0.0108,A#,0.324,-9.358,Minor,0.0999,76.061,4/4,0.493
Opera,Georges Bizet,"Carmen (Highlights): Act I: Sur la place, chacun passe",3TPwLX9fYkZM3evrbG1Vah,4,0.957,0.458,351320,0.217,7.84e-05,A#,0.171,-18.669,Major,0.109,115.535,4/4,0.427
Anime,Rozen,Stone Tower,0Ydy6ETG7suCBzag8tbcwR,23,0.191,0.497,337200,0.401,0.761,D,0.0701,-10.643,Major,0.028,100.867,4/4,0.261
Opera,Jean-Philippe Rameau,"Hippolyte et Aricie / Act 4: ""Quelle plainte en ces lieux m'appelle?""",3rHCc2zYXh09KFkRxunFji,5,0.968,0.402,247160,0.239,6.39e-06,F,0.104,-17.365,Minor,0.0683,60.466,3/4,0.119
Country,Corey Smith,It's Over,2SxI0tLSEEMPTF3FEy05MP,43,0.663,0.63,233293,0.362,9.86e-05,E,0.0951,-10.429,Major,0.0475,150.055,4/4,0.458
Indie,Mild High Club,Windowpane,5nMfIpT4sBRTjrNwhHKZxE,56,1.01e-05,0.507,237301,0.723,0.0478,C#,0.132,-8.164,Major,0.0239,88.996,4/4,0.304
Rock,Stevie Ray Vaughan,Love Struck Baby,5MVMARaMoclifNmBtPu0dD,53,0.279,0.548,141933,0.874,0.0463,G#,0.173,-10.147,Major,0.0463,172.129,4/4,0.966
World,Jesus Culture,How He Loves - Live,7siTF7GpWKpG0iGpYxgAfS,43,0.239,0.212,531653,0.616,0.0,F#,0.437,-6.348,Major,0.0592,51.124,4/4,0.317
Children's Music,Thomanerchor Leipzig,"Kindelein Zart, Von Guter Art",31MD3VQ83nz9nBDJ9JeBTL,0,0.993,0.128,123107,0.233,0.212,G#,0.139,-19.22,Major,0.0401,82.907,3/4,0.127
Ska,Goldfinger,Who's Laughing Now,6I6zSYVwIIUqbhSG2VwcZw,43,0.00769,0.463,162378,0.911,0.0,C#,0.0485,-3.727,Minor,0.124,176.17,4/4,0.638
Soundtrack,Ramin Djawadi,"You Win Or You Die - From The ""Game Of Thrones"" Soundtrack",6ur7qWcP3TMDwR1oR76aT9,40,0.46,0.205,117013,0.0355,0.918,D,0.114,-26.54,Minor,0.0303,98.565,3/4,0.0453
Dance,Clean Bandit,Playboy Style (feat. Charli XCX & Bhad Bhabie),3uYOVV9hpYLk6scE9xvAqt,64,0.0551,0.723,220067,0.648,3.61e-05,B,0.298,-6.522,Minor,0.0426,151.035,4/4,0.369
Rap,Godsmack,Cryin' Like A Bitch!!,4a9i7rCLfPjbS1sNamZeQN,66,7.19e-05,0.543,201667,0.808,0.00336,A#,0.114,-5.484,Major,0.0407,95.19,4/4,0.472
Rap,Kodak Black,I.M.Y (Miss You),4ljFgxQtSqphJtLnqGt0UG,56,0.304,0.79,168620,0.663,0.0,G#,0.0892,-8.074,Minor,0.156,130.97,4/4,0.919
Comedy,Tom Papa,Morning Tom,3EUINDmmFZJ66Jgk8nfwIy,21,0.772,0.526,213995,0.667,0.0,F#,0.751,-15.417,Major,0.962,171.074,4/4,0.259
Ska,Whole Wheat Bread,Bombs Away (feat. Mike McColgan),3MzQj4hQv7nUUjLd3XsGJk,17,0.00331,0.524,216268,0.973,0.000181,A,0.129,-6.383,Minor,0.262,157.915,4/4,0.239
Classical,Ola Gjeilo,Ave Generosa,6mIUd0NvMHjdJtxTHTZdJK,31,0.986,0.174,272080,0.166,0.0291,G,0.145,-19.723,Minor,0.0438,139.064,3/4,0.0397
Hip-Hop,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,84,0.15,0.741,233613,0.845,0.0,F,0.174,-3.568,Minor,0.0381,129.939,4/4,0.926
Reggae,"Nas & Damian ""Jr. Gong"" Marley",Strong Will Continue,0EBPvg8a0AkmzcK3S83rBF,36,0.115,0.576,361467,0.769,0.0,C#,0.0785,-5.536,Minor,0.333,202.164,4/4,0.653
Rap,Cypress Hill,I Wanna Get High,2icouZbxwqoL63gHhO2vGd,56,0.0773,0.734,174600,0.525,0.303,D#,0.0734,-14.826,Minor,0.27,81.936,4/4,0.332
World,Park Hyo Shin,HAPPY TOGETHER,0WmLSf0pVMmajDefEcFAHz,33,0.72,0.439,252140,0.505,0.0,G#,0.0906,-7.891,Major,0.049,85.664,4/4,0.195
Soul,Kelela,SANTA MUERTE_BLUFF_94 BPM,2nO4ZGM6lYMZdEqwYYIqdx,44,0.0448,0.717,198562,0.443,0.351,C,0.111,-8.488,Major,0.0398,94.009,4/4,0.214
Classical,Frédéric Chopin,"12 Etudes, Op.10: No.6 In E Flat Minor",4GTycfPBRIIKqLuL8mCIuV,52,0.995,0.284,190000,0.0163,0.915,B,0.0876,-27.32,Major,0.0395,78.545,5/4,0.0573
Ska,Mischief Brew,Nevada City Serenade,4ZwmY6TfnNZkhNNidbswkY,18,0.604,0.283,249067,0.437,1.61e-06,G,0.0786,-11.581,Major,0.0453,178.616,3/4,0.253
Comedy,Nick Thune,Life Saver,7efVamKaTVaVsktJ0nxn1F,18,0.864,0.405,88387,0.499,4.6e-05,G,0.68,-10.609,Major,0.0521,130.873,1/4,0.641
Country,The Charlie Daniels Band,The Legend of Wooly Swamp,60GMyiG2UszqvPn88j1HlO,37,0.182,0.639,278173,0.658,0.0,G,0.129,-7.568,Major,0.0618,93.019,4/4,0.577
Movie,Bernard Minet,L'école des champions,5eLp4stNkHOv9BcjkQAugo,6,0.359,0.779,194776,0.925,1.89e-06,A,0.408,-6.416,Major,0.0301,125.979,4/4,0.951
Rock,Fall Out Boy,She's My Winona,6Mk0xtgL6tZ7XQc9GAvobj,50,0.000826,0.571,231493,0.946,0.001,F#,0.398,-4.402,Minor,0.0838,136.069,4/4,0.651
Rap,Eric B. & Rakim,Don't Sweat The Technique,48ZUwXrEOhaXLCxvmRYhZv,56,0.00731,0.754,262800,0.888,0.00212,E,0.0821,-8.393,Major,0.176,105.927,4/4,0.781
World,This Mortal Coil,Fond Affections (Remastered),5ZgEeP0NO21ZQN15UKp4nK,30,0.686,0.172,265147,0.139,0.714,D,0.157,-17.247,Major,0.0421,177.374,4/4,0.0616
Folk,Carly Simon,Let the Riverrun,3McvK4b1x9B7z9Rjc45oyG,46,0.857,0.4,196240,0.317,2.17e-06,E,0.102,-9.585,Major,0.0292,156.214,4/4,0.135
Opera,Friedrich von Flotow,Martha oder Der Markt zu Richmond: M'appari tut amor,1h2if5OUmZ9IdCsaeFDkTA,4,0.993,0.263,211773,0.234,9.42e-06,C,0.138,-10.664,Major,0.038,118.599,4/4,0.125
Children’s Music,Interpol,C’mere,1PAlCnDz8T0k9f2LRuQ6Wn,55,8.18e-05,0.403,191173,0.936,0.133,D,0.0613,-3.986,Minor,0.0409,125.357,4/4,0.703
Pop,Calvin Harris,Promises (with Sam Smith) - David Guetta Remix,3Lv3frZVXU7Q0JEFvLIzWW,69,0.186,0.588,190417,0.697,0.000219,D#,0.103,-4.744,Minor,0.0372,125.157,4/4,0.225
World,Audrey Assad,Unfolding,5je3XTj4FgrtzyBflEwHc8,33,0.799,0.233,302815,0.323,0.0364,A,0.344,-11.921,Minor,0.0356,118.035,4/4,0.152
Ska,Tim Timebomb,Rock This Joint,7vOKWNXgbO7K0rtx4IY2nQ,22,0.383,0.464,154474,0.938,3.17e-05,A#,0.248,-2.885,Major,0.139,180.043,4/4,0.766
Electronic,Four Tet,Unspoken,3N7e1KxFBV1chbgFIajD8y,32,0.0263,0.518,571000,0.569,0.654,E,0.272,-6.924,Minor,0.0325,165.094,4/4,0.399
Rap,NF,Face It,3DJtOEjnHQemekvG3IYUfq,55,0.0278,0.643,219960,0.902,0.0,B,0.0986,-5.595,Major,0.0456,130.019,4/4,0.485
Dance,Billy Idol,Rebel Yell - Remastered,2ZTIw0fZhFp3nnvF41nvVc,60,0.000466,0.534,286840,0.694,0.0485,A,0.155,-9.296,Minor,0.0472,166.791,4/4,0.45
Blues,T-Bone Walker,Call It Stormy Monday,1i7nQGgwloILcp6ZftH2Qa,48,0.545,0.606,183027,0.301,0.00194,C,0.0419,-11.402,Major,0.0423,100.979,4/4,0.457
Rap,Mac Miller,Wings,16umSNZfofRpDqTvf8DIAo,72,0.818,0.656,250120,0.33,0.00386,G#,0.107,-8.771,Major,0.162,119.057,4/4,0.349
Opera,Léo Delibes,Coppelia: Act III - Le travail,29gfScVzNjf6IbCCwr6lX8,10,0.916,0.458,86107,0.0175,0.00803,G,0.221,-33.66,Minor,0.0376,159.471,4/4,0.346
Dance,DJ Khaled,Hold You Down,2Ima72UXnfvR539afL3SAF,63,0.195,0.525,293120,0.681,0.0,F#,0.141,-4.158,Minor,0.0683,151.875,3/4,0.437
Blues,Thee Oh Sees,Palace Doctor,1NPCVCxO4QkYOb7RdshKCC,34,0.104,0.446,280747,0.775,0.917,C,0.113,-8.999,Major,0.0297,96.28,4/4,0.576
Alternative,System Of A Down,Lonely Day,1VNWaY3uNfoeWqb5U8x2QX,68,0.362,0.47,167907,0.796,1.11e-06,G#,0.133,-3.277,Minor,0.0336,113.108,3/4,0.215
Country,Joe Diffie,John Deere Green,2ZXsvL9DO2MPv43Ay1IxgR,61,0.15,0.685,273000,0.817,0.0,D,0.242,-5.683,Major,0.0298,130.41,4/4,0.768
Reggae,Fiel A La Vega,Boricua en la Luna,3thqA9PXfu7Ua31LLzhHJB,39,0.223,0.454,276333,0.626,8.12e-06,D,0.735,-9.847,Major,0.0444,123.098,4/4,0.342
Classical,Arnold Schoenberg,Presto in C Major,4rCjX8MpATh0rxtuPry563,40,0.929,0.41,391480,0.0892,0.367,C,0.375,-20.308,Major,0.0551,78.749,4/4,0.389
Jazz,Celia Cruz,"Azucar, Azucar",20eIRIVWMLuz3lac39FUKK,37,0.22,0.776,180208,0.296,0.0,C,0.087,-18.156,Major,0.0386,124.721,4/4,0.961
